rid,in_analytic_sample,question_profile,Origin,Ancestry,Residence,Language,Citizenship,Tradition,Political,Feeling,person_choice
1200,TRUE,4.1,在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1200,TRUE,4.2,在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1201,TRUE,1.1,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1201,TRUE,1.2,在台灣出生,漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1201,TRUE,2.1,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1201,TRUE,2.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,1
1201,TRUE,3.1,不在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1201,TRUE,3.2,不在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1201,TRUE,4.1,在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1201,TRUE,4.2,在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1202,TRUE,1.1,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,不覺得自己是台灣人,1
1202,TRUE,1.2,在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1202,TRUE,2.1,在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,1
1202,TRUE,2.2,不在台灣出生,漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1202,TRUE,3.1,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1202,TRUE,3.2,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1202,TRUE,4.1,不在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,1
1202,TRUE,4.2,在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1203,TRUE,1.1,在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,1
1203,TRUE,1.2,不在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1203,TRUE,2.1,在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1203,TRUE,2.2,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,1
1203,TRUE,3.1,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1203,TRUE,3.2,不在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1203,TRUE,4.1,在台灣出生,漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1203,TRUE,4.2,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1204,TRUE,1.1,不在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1204,TRUE,1.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1204,TRUE,2.1,不在台灣出生,漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,1
1204,TRUE,2.2,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1204,TRUE,3.1,不在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1204,TRUE,3.2,在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1204,TRUE,4.1,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1204,TRUE,4.2,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1205,TRUE,1.1,在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1205,TRUE,1.2,不在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1205,TRUE,2.1,不在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1205,TRUE,2.2,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1205,TRUE,3.1,不在台灣出生,漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1205,TRUE,3.2,不在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1205,TRUE,4.1,不在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1205,TRUE,4.2,在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1206,TRUE,1.1,在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,1
1206,TRUE,1.2,不在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1206,TRUE,2.1,不在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1206,TRUE,2.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1206,TRUE,3.1,在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1206,TRUE,3.2,在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1206,TRUE,4.1,不在台灣出生,漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1206,TRUE,4.2,在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1207,TRUE,1.1,不在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1207,TRUE,1.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1207,TRUE,2.1,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1207,TRUE,2.2,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1207,TRUE,3.1,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1207,TRUE,3.2,在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1207,TRUE,4.1,在台灣出生,漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1207,TRUE,4.2,在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1208,TRUE,1.1,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1208,TRUE,1.2,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1208,TRUE,2.1,在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,1
1208,TRUE,2.2,在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1208,TRUE,3.1,在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1208,TRUE,3.2,在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1208,TRUE,4.1,在台灣出生,漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1208,TRUE,4.2,在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1209,TRUE,1.1,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1209,TRUE,1.2,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1209,TRUE,2.1,在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1209,TRUE,2.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1209,TRUE,3.1,在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1209,TRUE,3.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1209,TRUE,4.1,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1209,TRUE,4.2,在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1210,TRUE,1.1,不在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1210,TRUE,1.2,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,不覺得自己是台灣人,1
1210,TRUE,2.1,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1210,TRUE,2.2,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1210,TRUE,3.1,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1210,TRUE,3.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1210,TRUE,4.1,在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1210,TRUE,4.2,在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,1
1211,TRUE,1.1,不在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1211,TRUE,1.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1211,TRUE,2.1,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1211,TRUE,2.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,1
1211,TRUE,3.1,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,不覺得自己是台灣人,1
1211,TRUE,3.2,在台灣出生,漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1211,TRUE,4.1,不在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1211,TRUE,4.2,不在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1212,TRUE,1.1,在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1212,TRUE,1.2,在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1212,TRUE,2.1,不在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,1
1212,TRUE,2.2,不在台灣出生,漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1212,TRUE,3.1,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1212,TRUE,3.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1212,TRUE,4.1,在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1212,TRUE,4.2,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1213,TRUE,1.1,在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1213,TRUE,1.2,在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1213,TRUE,2.1,不在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1213,TRUE,2.2,不在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1213,TRUE,3.1,在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1213,TRUE,3.2,在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,1
1213,TRUE,4.1,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1213,TRUE,4.2,在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1214,TRUE,1.1,在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1214,TRUE,1.2,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1214,TRUE,2.1,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1214,TRUE,2.2,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1214,TRUE,3.1,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1214,TRUE,3.2,不在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1214,TRUE,4.1,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1214,TRUE,4.2,在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1215,TRUE,1.1,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1215,TRUE,1.2,不在台灣出生,漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1215,TRUE,2.1,在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1215,TRUE,2.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1215,TRUE,3.1,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1215,TRUE,3.2,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,1
1215,TRUE,4.1,在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1215,TRUE,4.2,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1216,TRUE,1.1,不在台灣出生,漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1216,TRUE,1.2,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1216,TRUE,2.1,在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1216,TRUE,2.2,不在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,1
1216,TRUE,3.1,在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,不覺得自己是台灣人,1
1216,TRUE,3.2,不在台灣出生,漢人,一生中大部分時間都居住在台灣,會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,感覺自己是台灣人,0
1216,TRUE,4.1,不在台灣出生,非漢人,一生中大部分時間都居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,0
1216,TRUE,4.2,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,會說國語(中文),中華民國國民,了解台灣的歷史與傳統,尊重台灣的政治制度與法律,感覺自己是台灣人,1
1217,TRUE,1.1,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
1217,TRUE,1.2,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,不覺得自己是台灣人,0
1217,TRUE,2.1,在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),非中華民國國民,對台灣的歷史與傳統不太了解,尊重台灣的政治制度與法律,不覺得自己是台灣人,0
1217,TRUE,2.2,不在台灣出生,非漢人,多數或全部時間都不居住在台灣,不會說國語(中文),中華民國國民,了解台灣的歷史與傳統,對台灣的政治制度和法律缺乏興趣或了解,感覺自己是台灣人,1
